season,league_code,source_file,rows,columns,schema_signature,avg_close_coverage,b365_close_coverage
2023_24,E0,E2.csv,380,106,Div|Date|Time|HomeTeam|AwayTeam|FTHG|FTAG|FTR|HTHG|HTAG|HTR|Referee|HS|AS|HST|AST|HF|AF|HC|AC|HY|AY|HR|AR|B365H|B365D|B365A|BWH|BWD|BWA|IWH|IWD|IWA|PSH|PSD|PSA|WHH|WHD|WHA|VCH|VCD|VCA|MaxH|MaxD|MaxA|AvgH|AvgD|AvgA|B365>2.5|B365<2.5|P>2.5|P<2.5|Max>2.5|Max<2.5|Avg>2.5|Avg<2.5|AHh|B365AHH|B365AHA|PAHH|PAHA|MaxAHH|MaxAHA|AvgAHH|AvgAHA|B365CH|B365CD|B365CA|BWCH|BWCD|BWCA|IWCH|IWCD|IWCA|PSCH|PSCD|PSCA|WHCH|WHCD|WHCA|VCCH|VCCD|VCCA|MaxCH|MaxCD|MaxCA|AvgCH|AvgCD|AvgCA|B365C>2.5|B365C<2.5|PC>2.5|PC<2.5|MaxC>2.5|MaxC<2.5|AvgC>2.5|AvgC<2.5|AHCh|B365CAHH|B365CAHA|PCAHH|PCAHA|MaxCAHH|MaxCAHA|AvgCAHH|AvgCAHA,1.0,1.0
2023_24,F1,F3.csv,306,105,Div|Date|Time|HomeTeam|AwayTeam|FTHG|FTAG|FTR|HTHG|HTAG|HTR|HS|AS|HST|AST|HF|AF|HC|AC|HY|AY|HR|AR|B365H|B365D|B365A|BWH|BWD|BWA|IWH|IWD|IWA|PSH|PSD|PSA|WHH|WHD|WHA|VCH|VCD|VCA|MaxH|MaxD|MaxA|AvgH|AvgD|AvgA|B365>2.5|B365<2.5|P>2.5|P<2.5|Max>2.5|Max<2.5|Avg>2.5|Avg<2.5|AHh|B365AHH|B365AHA|PAHH|PAHA|MaxAHH|MaxAHA|AvgAHH|AvgAHA|B365CH|B365CD|B365CA|BWCH|BWCD|BWCA|IWCH|IWCD|IWCA|PSCH|PSCD|PSCA|WHCH|WHCD|WHCA|VCCH|VCCD|VCCA|MaxCH|MaxCD|MaxCA|AvgCH|AvgCD|AvgCA|B365C>2.5|B365C<2.5|PC>2.5|PC<2.5|MaxC>2.5|MaxC<2.5|AvgC>2.5|AvgC<2.5|AHCh|B365CAHH|B365CAHA|PCAHH|PCAHA|MaxCAHH|MaxCAHA|AvgCAHH|AvgCAHA,1.0,1.0
2023_24,I1,I3.csv,380,105,Div|Date|Time|HomeTeam|AwayTeam|FTHG|FTAG|FTR|HTHG|HTAG|HTR|HS|AS|HST|AST|HF|AF|HC|AC|HY|AY|HR|AR|B365H|B365D|B365A|BWH|BWD|BWA|IWH|IWD|IWA|PSH|PSD|PSA|WHH|WHD|WHA|VCH|VCD|VCA|MaxH|MaxD|MaxA|AvgH|AvgD|AvgA|B365>2.5|B365<2.5|P>2.5|P<2.5|Max>2.5|Max<2.5|Avg>2.5|Avg<2.5|AHh|B365AHH|B365AHA|PAHH|PAHA|MaxAHH|MaxAHA|AvgAHH|AvgAHA|B365CH|B365CD|B365CA|BWCH|BWCD|BWCA|IWCH|IWCD|IWCA|PSCH|PSCD|PSCA|WHCH|WHCD|WHCA|VCCH|VCCD|VCCA|MaxCH|MaxCD|MaxCA|AvgCH|AvgCD|AvgCA|B365C>2.5|B365C<2.5|PC>2.5|PC<2.5|MaxC>2.5|MaxC<2.5|AvgC>2.5|AvgC<2.5|AHCh|B365CAHH|B365CAHA|PCAHH|PCAHA|MaxCAHH|MaxCAHA|AvgCAHH|AvgCAHA,1.0,1.0
2023_24,SP1,SP3.csv,380,105,Div|Date|Time|HomeTeam|AwayTeam|FTHG|FTAG|FTR|HTHG|HTAG|HTR|HS|AS|HST|AST|HF|AF|HC|AC|HY|AY|HR|AR|B365H|B365D|B365A|BWH|BWD|BWA|IWH|IWD|IWA|PSH|PSD|PSA|WHH|WHD|WHA|VCH|VCD|VCA|MaxH|MaxD|MaxA|AvgH|AvgD|AvgA|B365>2.5|B365<2.5|P>2.5|P<2.5|Max>2.5|Max<2.5|Avg>2.5|Avg<2.5|AHh|B365AHH|B365AHA|PAHH|PAHA|MaxAHH|MaxAHA|AvgAHH|AvgAHA|B365CH|B365CD|B365CA|BWCH|BWCD|BWCA|IWCH|IWCD|IWCA|PSCH|PSCD|PSCA|WHCH|WHCD|WHCA|VCCH|VCCD|VCCA|MaxCH|MaxCD|MaxCA|AvgCH|AvgCD|AvgCA|B365C>2.5|B365C<2.5|PC>2.5|PC<2.5|MaxC>2.5|MaxC<2.5|AvgC>2.5|AvgC<2.5|AHCh|B365CAHH|B365CAHA|PCAHH|PCAHA|MaxCAHH|MaxCAHA|AvgCAHH|AvgCAHA,1.0,1.0
2024_25,D1,D2.csv,306,119,Div|Date|Time|HomeTeam|AwayTeam|FTHG|FTAG|FTR|HTHG|HTAG|HTR|HS|AS|HST|AST|HF|AF|HC|AC|HY|AY|HR|AR|B365H|B365D|B365A|BWH|BWD|BWA|BFH|BFD|BFA|PSH|PSD|PSA|WHH|WHD|WHA|1XBH|1XBD|1XBA|MaxH|MaxD|MaxA|AvgH|AvgD|AvgA|BFEH|BFED|BFEA|B365>2.5|B365<2.5|P>2.5|P<2.5|Max>2.5|Max<2.5|Avg>2.5|Avg<2.5|BFE>2.5|BFE<2.5|AHh|B365AHH|B365AHA|PAHH|PAHA|MaxAHH|MaxAHA|AvgAHH|AvgAHA|BFEAHH|BFEAHA|B365CH|B365CD|B365CA|BWCH|BWCD|BWCA|BFCH|BFCD|BFCA|PSCH|PSCD|PSCA|WHCH|WHCD|WHCA|1XBCH|1XBCD|1XBCA|MaxCH|MaxCD|MaxCA|AvgCH|AvgCD|AvgCA|BFECH|BFECD|BFECA|B365C>2.5|B365C<2.5|PC>2.5|PC<2.5|MaxC>2.5|MaxC<2.5|AvgC>2.5|AvgC<2.5|BFEC>2.5|BFEC<2.5|AHCh|B365CAHH|B365CAHA|PCAHH|PCAHA|MaxCAHH|MaxCAHA|AvgCAHH|AvgCAHA|BFECAHH|BFECAHA,1.0,1.0
2024_25,E0,E1.csv,380,120,Div|Date|Time|HomeTeam|AwayTeam|FTHG|FTAG|FTR|HTHG|HTAG|HTR|Referee|HS|AS|HST|AST|HF|AF|HC|AC|HY|AY|HR|AR|B365H|B365D|B365A|BWH|BWD|BWA|BFH|BFD|BFA|PSH|PSD|PSA|WHH|WHD|WHA|1XBH|1XBD|1XBA|MaxH|MaxD|MaxA|AvgH|AvgD|AvgA|BFEH|BFED|BFEA|B365>2.5|B365<2.5|P>2.5|P<2.5|Max>2.5|Max<2.5|Avg>2.5|Avg<2.5|BFE>2.5|BFE<2.5|AHh|B365AHH|B365AHA|PAHH|PAHA|MaxAHH|MaxAHA|AvgAHH|AvgAHA|BFEAHH|BFEAHA|B365CH|B365CD|B365CA|BWCH|BWCD|BWCA|BFCH|BFCD|BFCA|PSCH|PSCD|PSCA|WHCH|WHCD|WHCA|1XBCH|1XBCD|1XBCA|MaxCH|MaxCD|MaxCA|AvgCH|AvgCD|AvgCA|BFECH|BFECD|BFECA|B365C>2.5|B365C<2.5|PC>2.5|PC<2.5|MaxC>2.5|MaxC<2.5|AvgC>2.5|AvgC<2.5|BFEC>2.5|BFEC<2.5|AHCh|B365CAHH|B365CAHA|PCAHH|PCAHA|MaxCAHH|MaxCAHA|AvgCAHH|AvgCAHA|BFECAHH|BFECAHA,1.0,1.0
2024_25,F1,F2.csv,306,119,Div|Date|Time|HomeTeam|AwayTeam|FTHG|FTAG|FTR|HTHG|HTAG|HTR|HS|AS|HST|AST|HF|AF|HC|AC|HY|AY|HR|AR|B365H|B365D|B365A|BWH|BWD|BWA|BFH|BFD|BFA|PSH|PSD|PSA|WHH|WHD|WHA|1XBH|1XBD|1XBA|MaxH|MaxD|MaxA|AvgH|AvgD|AvgA|BFEH|BFED|BFEA|B365>2.5|B365<2.5|P>2.5|P<2.5|Max>2.5|Max<2.5|Avg>2.5|Avg<2.5|BFE>2.5|BFE<2.5|AHh|B365AHH|B365AHA|PAHH|PAHA|MaxAHH|MaxAHA|AvgAHH|AvgAHA|BFEAHH|BFEAHA|B365CH|B365CD|B365CA|BWCH|BWCD|BWCA|BFCH|BFCD|BFCA|PSCH|PSCD|PSCA|WHCH|WHCD|WHCA|1XBCH|1XBCD|1XBCA|MaxCH|MaxCD|MaxCA|AvgCH|AvgCD|AvgCA|BFECH|BFECD|BFECA|B365C>2.5|B365C<2.5|PC>2.5|PC<2.5|MaxC>2.5|MaxC<2.5|AvgC>2.5|AvgC<2.5|BFEC>2.5|BFEC<2.5|AHCh|B365CAHH|B365CAHA|PCAHH|PCAHA|MaxCAHH|MaxCAHA|AvgCAHH|AvgCAHA|BFECAHH|BFECAHA,1.0,1.0
2024_25,I1,I2.csv,380,119,Div|Date|Time|HomeTeam|AwayTeam|FTHG|FTAG|FTR|HTHG|HTAG|HTR|HS|AS|HST|AST|HF|AF|HC|AC|HY|AY|HR|AR|B365H|B365D|B365A|BWH|BWD|BWA|BFH|BFD|BFA|PSH|PSD|PSA|WHH|WHD|WHA|1XBH|1XBD|1XBA|MaxH|MaxD|MaxA|AvgH|AvgD|AvgA|BFEH|BFED|BFEA|B365>2.5|B365<2.5|P>2.5|P<2.5|Max>2.5|Max<2.5|Avg>2.5|Avg<2.5|BFE>2.5|BFE<2.5|AHh|B365AHH|B365AHA|PAHH|PAHA|MaxAHH|MaxAHA|AvgAHH|AvgAHA|BFEAHH|BFEAHA|B365CH|B365CD|B365CA|BWCH|BWCD|BWCA|BFCH|BFCD|BFCA|PSCH|PSCD|PSCA|WHCH|WHCD|WHCA|1XBCH|1XBCD|1XBCA|MaxCH|MaxCD|MaxCA|AvgCH|AvgCD|AvgCA|BFECH|BFECD|BFECA|B365C>2.5|B365C<2.5|PC>2.5|PC<2.5|MaxC>2.5|MaxC<2.5|AvgC>2.5|AvgC<2.5|BFEC>2.5|BFEC<2.5|AHCh|B365CAHH|B365CAHA|PCAHH|PCAHA|MaxCAHH|MaxCAHA|AvgCAHH|AvgCAHA|BFECAHH|BFECAHA,1.0,1.0
2024_25,SP1,SP2.csv,380,119,Div|Date|Time|HomeTeam|AwayTeam|FTHG|FTAG|FTR|HTHG|HTAG|HTR|HS|AS|HST|AST|HF|AF|HC|AC|HY|AY|HR|AR|B365H|B365D|B365A|BWH|BWD|BWA|BFH|BFD|BFA|PSH|PSD|PSA|WHH|WHD|WHA|1XBH|1XBD|1XBA|MaxH|MaxD|MaxA|AvgH|AvgD|AvgA|BFEH|BFED|BFEA|B365>2.5|B365<2.5|P>2.5|P<2.5|Max>2.5|Max<2.5|Avg>2.5|Avg<2.5|BFE>2.5|BFE<2.5|AHh|B365AHH|B365AHA|PAHH|PAHA|MaxAHH|MaxAHA|AvgAHH|AvgAHA|BFEAHH|BFEAHA|B365CH|B365CD|B365CA|BWCH|BWCD|BWCA|BFCH|BFCD|BFCA|PSCH|PSCD|PSCA|WHCH|WHCD|WHCA|1XBCH|1XBCD|1XBCA|MaxCH|MaxCD|MaxCA|AvgCH|AvgCD|AvgCA|BFECH|BFECD|BFECA|B365C>2.5|B365C<2.5|PC>2.5|PC<2.5|MaxC>2.5|MaxC<2.5|AvgC>2.5|AvgC<2.5|BFEC>2.5|BFEC<2.5|AHCh|B365CAHH|B365CAHA|PCAHH|PCAHA|MaxCAHH|MaxCAHA|AvgCAHH|AvgCAHA|BFECAHH|BFECAHA,1.0,1.0
2025_26,D1,D1.csv,306,131,Div|Date|Time|HomeTeam|AwayTeam|FTHG|FTAG|FTR|HTHG|HTAG|HTR|HS|AS|HST|AST|HF|AF|HC|AC|HY|AY|HR|AR|B365H|B365D|B365A|BFDH|BFDD|BFDA|BMGMH|BMGMD|BMGMA|BVH|BVD|BVA|BWH|BWD|BWA|CLH|CLD|CLA|LBH|LBD|LBA|PSH|PSD|PSA|MaxH|MaxD|MaxA|AvgH|AvgD|AvgA|BFEH|BFED|BFEA|B365>2.5|B365<2.5|P>2.5|P<2.5|Max>2.5|Max<2.5|Avg>2.5|Avg<2.5|BFE>2.5|BFE<2.5|AHh|B365AHH|B365AHA|PAHH|PAHA|MaxAHH|MaxAHA|AvgAHH|AvgAHA|BFEAHH|BFEAHA|B365CH|B365CD|B365CA|BFDCH|BFDCD|BFDCA|BMGMCH|BMGMCD|BMGMCA|BVCH|BVCD|BVCA|BWCH|BWCD|BWCA|CLCH|CLCD|CLCA|LBCH|LBCD|LBCA|PSCH|PSCD|PSCA|MaxCH|MaxCD|MaxCA|AvgCH|AvgCD|AvgCA|BFECH|BFECD|BFECA|B365C>2.5|B365C<2.5|PC>2.5|PC<2.5|MaxC>2.5|MaxC<2.5|AvgC>2.5|AvgC<2.5|BFEC>2.5|BFEC<2.5|AHCh|B365CAHH|B365CAHA|PCAHH|PCAHA|MaxCAHH|MaxCAHA|AvgCAHH|AvgCAHA|BFECAHH|BFECAHA,1.0,1.0
2025_26,E0,E0.csv,380,132,Div|Date|Time|HomeTeam|AwayTeam|FTHG|FTAG|FTR|HTHG|HTAG|HTR|Referee|HS|AS|HST|AST|HF|AF|HC|AC|HY|AY|HR|AR|B365H|B365D|B365A|BFDH|BFDD|BFDA|BMGMH|BMGMD|BMGMA|BVH|BVD|BVA|BWH|BWD|BWA|CLH|CLD|CLA|LBH|LBD|LBA|PSH|PSD|PSA|MaxH|MaxD|MaxA|AvgH|AvgD|AvgA|BFEH|BFED|BFEA|B365>2.5|B365<2.5|P>2.5|P<2.5|Max>2.5|Max<2.5|Avg>2.5|Avg<2.5|BFE>2.5|BFE<2.5|AHh|B365AHH|B365AHA|PAHH|PAHA|MaxAHH|MaxAHA|AvgAHH|AvgAHA|BFEAHH|BFEAHA|B365CH|B365CD|B365CA|BFDCH|BFDCD|BFDCA|BMGMCH|BMGMCD|BMGMCA|BVCH|BVCD|BVCA|BWCH|BWCD|BWCA|CLCH|CLCD|CLCA|LBCH|LBCD|LBCA|PSCH|PSCD|PSCA|MaxCH|MaxCD|MaxCA|AvgCH|AvgCD|AvgCA|BFECH|BFECD|BFECA|B365C>2.5|B365C<2.5|PC>2.5|PC<2.5|MaxC>2.5|MaxC<2.5|AvgC>2.5|AvgC<2.5|BFEC>2.5|BFEC<2.5|AHCh|B365CAHH|B365CAHA|PCAHH|PCAHA|MaxCAHH|MaxCAHA|AvgCAHH|AvgCAHA|BFECAHH|BFECAHA,1.0,1.0
2025_26,F1,F1.csv,306,131,Div|Date|Time|HomeTeam|AwayTeam|FTHG|FTAG|FTR|HTHG|HTAG|HTR|HS|AS|HST|AST|HF|AF|HC|AC|HY|AY|HR|AR|B365H|B365D|B365A|BFDH|BFDD|BFDA|BMGMH|BMGMD|BMGMA|BVH|BVD|BVA|BWH|BWD|BWA|CLH|CLD|CLA|LBH|LBD|LBA|PSH|PSD|PSA|MaxH|MaxD|MaxA|AvgH|AvgD|AvgA|BFEH|BFED|BFEA|B365>2.5|B365<2.5|P>2.5|P<2.5|Max>2.5|Max<2.5|Avg>2.5|Avg<2.5|BFE>2.5|BFE<2.5|AHh|B365AHH|B365AHA|PAHH|PAHA|MaxAHH|MaxAHA|AvgAHH|AvgAHA|BFEAHH|BFEAHA|B365CH|B365CD|B365CA|BFDCH|BFDCD|BFDCA|BMGMCH|BMGMCD|BMGMCA|BVCH|BVCD|BVCA|BWCH|BWCD|BWCA|CLCH|CLCD|CLCA|LBCH|LBCD|LBCA|PSCH|PSCD|PSCA|MaxCH|MaxCD|MaxCA|AvgCH|AvgCD|AvgCA|BFECH|BFECD|BFECA|B365C>2.5|B365C<2.5|PC>2.5|PC<2.5|MaxC>2.5|MaxC<2.5|AvgC>2.5|AvgC<2.5|BFEC>2.5|BFEC<2.5|AHCh|B365CAHH|B365CAHA|PCAHH|PCAHA|MaxCAHH|MaxCAHA|AvgCAHH|AvgCAHA|BFECAHH|BFECAHA,1.0,1.0
2025_26,I1,I1.csv,380,131,Div|Date|Time|HomeTeam|AwayTeam|FTHG|FTAG|FTR|HTHG|HTAG|HTR|HS|AS|HST|AST|HF|AF|HC|AC|HY|AY|HR|AR|B365H|B365D|B365A|BFDH|BFDD|BFDA|BMGMH|BMGMD|BMGMA|BVH|BVD|BVA|BWH|BWD|BWA|CLH|CLD|CLA|LBH|LBD|LBA|PSH|PSD|PSA|MaxH|MaxD|MaxA|AvgH|AvgD|AvgA|BFEH|BFED|BFEA|B365>2.5|B365<2.5|P>2.5|P<2.5|Max>2.5|Max<2.5|Avg>2.5|Avg<2.5|BFE>2.5|BFE<2.5|AHh|B365AHH|B365AHA|PAHH|PAHA|MaxAHH|MaxAHA|AvgAHH|AvgAHA|BFEAHH|BFEAHA|B365CH|B365CD|B365CA|BFDCH|BFDCD|BFDCA|BMGMCH|BMGMCD|BMGMCA|BVCH|BVCD|BVCA|BWCH|BWCD|BWCA|CLCH|CLCD|CLCA|LBCH|LBCD|LBCA|PSCH|PSCD|PSCA|MaxCH|MaxCD|MaxCA|AvgCH|AvgCD|AvgCA|BFECH|BFECD|BFECA|B365C>2.5|B365C<2.5|PC>2.5|PC<2.5|MaxC>2.5|MaxC<2.5|AvgC>2.5|AvgC<2.5|BFEC>2.5|BFEC<2.5|AHCh|B365CAHH|B365CAHA|PCAHH|PCAHA|MaxCAHH|MaxCAHA|AvgCAHH|AvgCAHA|BFECAHH|BFECAHA,1.0,1.0
2025_26,SP1,SP1.csv,380,131,Div|Date|Time|HomeTeam|AwayTeam|FTHG|FTAG|FTR|HTHG|HTAG|HTR|HS|AS|HST|AST|HF|AF|HC|AC|HY|AY|HR|AR|B365H|B365D|B365A|BFDH|BFDD|BFDA|BMGMH|BMGMD|BMGMA|BVH|BVD|BVA|BWH|BWD|BWA|CLH|CLD|CLA|LBH|LBD|LBA|PSH|PSD|PSA|MaxH|MaxD|MaxA|AvgH|AvgD|AvgA|BFEH|BFED|BFEA|B365>2.5|B365<2.5|P>2.5|P<2.5|Max>2.5|Max<2.5|Avg>2.5|Avg<2.5|BFE>2.5|BFE<2.5|AHh|B365AHH|B365AHA|PAHH|PAHA|MaxAHH|MaxAHA|AvgAHH|AvgAHA|BFEAHH|BFEAHA|B365CH|B365CD|B365CA|BFDCH|BFDCD|BFDCA|BMGMCH|BMGMCD|BMGMCA|BVCH|BVCD|BVCA|BWCH|BWCD|BWCA|CLCH|CLCD|CLCA|LBCH|LBCD|LBCA|PSCH|PSCD|PSCA|MaxCH|MaxCD|MaxCA|AvgCH|AvgCD|AvgCA|BFECH|BFECD|BFECA|B365C>2.5|B365C<2.5|PC>2.5|PC<2.5|MaxC>2.5|MaxC<2.5|AvgC>2.5|AvgC<2.5|BFEC>2.5|BFEC<2.5|AHCh|B365CAHH|B365CAHA|PCAHH|PCAHA|MaxCAHH|MaxCAHA|AvgCAHH|AvgCAHA|BFECAHH|BFECAHA,1.0,1.0
